T,FC,x1,x2,x3,Target
6,3,3.345744301,2.376284144,2.004379292,1
7,1,5.142652899,3.276313504,5.297214176,1
8,2,3.687678795,3.453969078,5.667587432,1
9,2,6.015586011,8.087673442,5.303472057,1
10,1,8.116800626,3.566682922,3.968833454,1
1,1,3.771286807,6.228176073,4.164695669,1
2,0,3.777134504,7.927627802,3.329327613,1
3,5,4.150548569,4.208288592,6.399693797,1
4,3,7.626434378,3.098844223,6.664880886,1
5,3,4.344249279,5.19092813,4.176898894,1
6,2,7.492740873,8.702645338,2.447319887,1
7,2,5.235485529,4.49304144,3.765108039,1
8,2,3.65208327,3.168769623,4.067667822,1
9,1,3.575159089,3.448439863,5.449145958,1
10,3,3.348368963,7.61351831,7.113059891,1
1,9,6.315579565,6.440529109,2.843071714,1
2,3,6.258170685,4.705024299,2.116325783,1
3,3,5.71501488,7.059294968,2.053385173,1
4,5,7.584417234,6.609652461,9.126491002,1
5,4,4.385679561,3.400923988,7.668553001,1
6,3,6.983171061,3.422567462,5.972865022,1
7,5,4.155784124,4.099442089,4.540517094,1
8,0,3.417046959,6.425525159,6.889172503,1
9,4,7.750964847,3.914388859,7.661846587,1
10,2,5.432013679,4.423983179,6.55195532,1
1,5,3.048858451,7.184466588,7.064072173,1
2,2,6.134039716,3.972965254,8.008089715,1
3,1,2.024061618,5.132315674,3.201700338,1
4,5,3.673739484,7.553191468,6.601728408,1
5,5,7.149736921,2.121919921,5.327418254,1
6,7,4.177488494,4.494780552,3.715815814,1
7,4,7.0631133,6.323291674,7.936833796,1
8,3,7.243544334,6.475529301,4.705014883,1
9,5,3.338937526,6.872507283,6.131186646,1
10,2,3.231571573,7.249898924,8.096750965,1
1,1,5.001537502,4.190414142,5.971456103,1
2,1,5.931189177,4.528665723,2.446589785,1
3,1,5.472149198,6.689939606,2.166701432,1
4,3,4.796331613,6.124053037,10.2975356,1
5,4,7.05561606,8.080085426,2.433634248,1
6,2,3.172798075,5.192916297,7.915383997,1
7,2,4.355221158,3.293724606,3.005965874,1
8,0,7.104411888,3.20981911,6.115007196,1
9,2,3.143165517,7.027197147,3.439016455,1
10,3,4.654858457,7.087343527,7.363843561,1
1,8,7.409016611,5.543762161,5.412528949,1
2,5,3.593980894,5.14631456,3.238082091,1
3,5,6.619537256,5.460917934,7.288154172,1
4,1,4.69272117,2.384432346,2.028798285,1
5,3,4.682970813,6.848371707,3.710689338,1
6,3,7.412489276,8.634626859,11.69617209,1
7,6,3.91105747,3.82008697,9.530249245,1
8,2,2.394536589,6.317795094,6.502269757,1
9,2,6.009973376,9.083275364,6.102023429,1
10,3,4.043125504,7.35286246,3.29594491,1
1,3,6.430009321,7.611595474,5.231218298,1
2,2,7.388121033,8.593585131,5.141049056,1
3,1,3.466468171,7.550548863,5.311754907,1
4,1,7.034707564,8.159312715,4.01156589,1
5,3,7.072698153,5.320621032,8.303679446,1
6,1,2.143895327,3.09984877,5.011017549,1
7,0,4.94477338,4.905050499,6.858214111,1
8,0,6.310330845,8.026222799,4.21652466,1
9,0,6.557828448,7.757678485,4.149136841,1
10,2,2.450530893,5.150657272,7.292569526,1
1,6,3.313092261,7.986867228,2.251236674,1
2,0,6.432037735,2.726878556,7.419234248,1
3,3,7.405363213,5.987822737,3.655041677,1
4,2,3.140487383,5.871662605,4.862553498,1
5,5,8.557451926,5.799257509,4.493842969,1
6,2,7.900568056,5.761753613,2.373508848,1
7,2,4.425611988,2.786629234,5.094418544,1
8,3,8.591717831,6.030997968,6.640660673,1
9,4,5.483877384,2.507843836,5.025934989,1
10,2,5.106418878,11.52997591,3.411707771,1
1,2,7.120984067,4.771820945,3.690581418,1
2,7,4.308572107,4.552496377,4.191862258,1
3,2,7.092171474,4.951127899,7.620396083,1
4,3,5.317719383,5.243071421,6.263845597,1
5,2,4.598717251,3.92006996,4.783436919,1
6,1,4.135683045,5.966769931,2.485533125,1
7,3,2.117992051,4.360879612,6.834335601,1
8,4,7.072934774,6.147917516,7.12416808,1
9,4,2.338737073,6.053846942,4.652386138,1
10,0,7.024561492,5.195269185,3.117412495,1
1,8,3.165568962,7.574208107,2.06628309,1
2,3,4.103454919,4.508677299,4.161843174,1
3,3,3.305475644,4.038695059,7.032072607,1
4,0,4.125418662,2.194109963,4.309018312,1
5,3,4.658400515,10.02168045,5.232981245,1
6,1,7.727333276,5.411192067,7.894543437,1
7,2,4.374736119,3.214020585,3.598670556,1
8,2,6.967537005,7.069575739,3.042806107,1
9,0,7.344161238,4.980940477,2.21908572,1
10,3,8.169222243,4.143434534,4.3365486,1
1,3,5.023033786,2.686809112,7.842278596,1
2,0,4.365462118,7.04877115,3.736580765,1
3,2,6.349882157,6.091449527,4.654819973,1
4,5,2.269654025,5.2000372,5.186706117,1
5,1,2.756441824,5.449376963,4.223675832,1
6,4,2.109544969,5.925329103,4.147564402,1
7,1,6.774739067,6.774940144,4.598777877,1
8,1,8.755432548,6.234027608,3.143360238,1
9,1,4.549747283,7.917546539,4.737869996,1
10,4,7.977908212,7.347411468,7.734053402,1
1,5,2.971320519,6.79652881,5.374075115,1
2,2,3.418562217,6.081767077,5.529185136,1
3,4,7.439191315,3.558670807,4.026980805,1
4,3,7.572169488,2.595664105,3.831661871,1
5,8,3.544867511,2.011875869,5.060136128,1
6,2,6.609426761,3.845539744,6.047159553,1
7,2,2.882905722,4.701256469,3.340093728,1
8,5,7.087492755,7.114335004,4.410778345,1
9,4,3.891904895,6.181860017,4.074146463,1
10,0,3.55814215,2.33892683,8.246202507,1
1,0,4.418964215,6.006726066,3.688886116,1
2,2,7.585379407,7.05935608,7.430739091,1
3,2,7.786974559,5.120959959,5.34407427,1
4,4,3.776908382,8.641313477,6.156254027,1
5,1,6.438083894,6.1672014,5.187559553,1
6,2,7.572237948,6.767844041,7.48389993,1
7,0,3.146334588,6.866166672,4.52601931,1
8,2,2.190694699,4.114511222,6.925858369,1
9,4,6.295400751,9.283709626,5.340396353,1
10,1,4.029100287,4.53329556,5.96449729,1
1,8,6.539949497,4.248453926,9.519905788,1
2,8,7.19728051,5.155400134,4.462954202,1
3,3,6.876284818,2.132408433,5.479569375,1
4,6,6.038898415,4.307839618,6.623621033,1
5,5,3.912953536,5.077938813,3.304214178,1
6,8,2.555226045,3.81791319,6.751738447,1
7,5,7.121270336,3.156282967,5.242676228,1
8,3,6.320001382,5.015591911,7.942347772,1
9,5,3.488124287,6.534852466,2.700269931,1
10,4,3.1239724,5.969106352,4.459257081,1
1,8,4.685242302,7.249136451,7.015202648,1
2,4,2.08252421,2.266176489,2.834105254,1
3,7,7.308521827,6.283838789,6.534772455,1
4,5,3.377951087,2.685861072,4.594122221,1
5,4,3.2085075,3.9194855,5.185238709,1
6,4,2.189918552,4.143053392,6.985423312,1
7,6,7.181359349,7.318382529,4.268786067,1
8,4,2.87905577,3.327782418,6.978792298,1
9,4,4.369872496,3.29487054,8.819679459,1
10,6,8.534053426,6.083594602,5.098164327,1
1,6,8.680078733,7.808537795,6.265093315,1
2,4,3.224119421,8.53227643,6.055786431,1
3,2,7.760715635,5.083689032,7.550344172,1
4,2,8.468754949,3.807963494,3.138541078,1
5,6,7.196482535,4.09282436,5.738204101,1
6,0,2.225969126,3.261373381,7.204368268,1
7,3,6.796715616,6.287929786,5.121455719,1
8,3,11.89403336,7.128641446,3.922661968,1
9,2,6.392763837,7.085116064,2.053359038,1
10,2,6.418333185,6.166770927,6.023909463,1
1,0,5.316122763,2.260741931,4.293487127,1
2,5,7.902820905,6.063682039,5.742043562,1
3,2,3.891624436,4.163726303,3.167588918,1
4,4,8.602517883,2.090939208,7.180510289,1
5,9,2.658203312,5.086093669,3.081086945,1
6,6,2.036379158,5.695704631,9.471666226,1
7,1,2.430419018,4.377639907,8.832600382,1
8,4,9.378718849,2.318952237,6.098543376,1
9,5,6.122190747,7.597132457,9.147674845,1
10,2,12.30521175,8.22895837,6.192100251,1
1,9,7.595278473,10.52114099,6.941073287,1
2,9,8.550035346,2.771653073,6.595212189,1
3,2,4.286918694,6.503541298,6.410578986,1
4,4,3.811331936,2.448123728,5.555051385,1
5,4,3.346027366,4.964878447,9.616111037,1
6,4,5.49005151,6.269535484,6.920002342,1
7,0,4.365367446,7.880801136,5.566433449,1
8,1,8.308959295,5.489330968,3.239165486,1
9,1,6.934966509,5.034908362,7.620969315,1
10,1,2.122153882,4.203405146,6.213653771,1
1,4,3.864428835,5.201476,5.219945518,1
2,3,2.989209461,8.87299522,4.906244165,1
3,5,6.171423283,4.015143816,6.087967846,1
4,4,4.650158507,4.328144609,2.879115709,1
5,4,4.912348501,7.654067471,2.556884706,1
6,1,4.838487589,5.666774937,3.148610762,1
7,8,7.709287661,6.008015113,7.983312882,1
8,3,4.044362656,7.174194384,2.345829726,1
9,4,4.266955613,5.544476873,5.34846191,1
10,0,3.138029772,5.156857579,5.061028689,1
1,1,3.256779215,7.580947502,7.151622189,1
2,2,6.531538539,2.304225693,5.689688615,1
3,3,5.643842957,2.349721593,3.410785571,1
4,7,3.705016415,5.518732173,6.318454199,1
5,10,7.121542735,5.112304967,3.331010342,1
6,3,7.232846852,8.548427006,3.054689254,1
7,1,3.140049118,3.993320622,5.109436215,1
8,2,2.790194253,5.375448703,6.380652966,1
9,6,4.202086799,4.084820575,4.105195977,1
10,2,5.288613969,8.216056097,4.090692117,1
1,5,6.016588973,2.097042312,3.512182157,1
2,5,6.097615507,5.082921847,6.517799577,1
3,4,7.328507129,7.122105125,7.35022372,1
4,2,7.139999566,3.926472251,4.35310463,1
5,0,4.208715103,3.022827385,7.449615031,1
6,1,5.888476343,4.331703386,5.189813805,1
7,6,3.304062649,5.975511247,6.317987843,1
8,3,4.324265946,6.485392752,7.17419606,1
9,3,6.803457819,7.00122768,5.90486607,1
10,2,4.285464976,3.561163356,5.657037362,1
1,4,5.202334242,9.416731335,3.520665899,1
2,3,5.615482249,9.019284237,3.181389256,1
3,1,6.525479306,7.854045584,4.194603127,1
4,1,5.077242999,9.874185978,5.986534293,1
5,0,5.115806283,4.195036414,3.965531587,1
6,3,6.832106326,6.100247433,2.378010192,1
7,5,4.629353422,6.61828279,6.750521245,1
8,3,3.08722891,8.101397468,5.202982823,1
9,2,7.123107032,2.085819588,7.338799766,1
10,3,6.492806622,3.678505331,6.871266697,1
1,3,7.951143849,3.703413861,4.083297818,1
2,3,5.597059894,4.373065393,2.511257707,1
3,2,2.255173544,3.181105657,6.027609981,1
4,3,7.702422174,3.724332199,3.698508127,1
5,0,2.242178645,6.820482453,7.411504346,1
6,1,2.796443846,7.462194926,3.556325155,1
7,2,6.022148562,2.329322319,4.845515162,1
8,0,6.372369252,6.250140947,5.967465414,1
9,3,7.199494959,6.240213302,5.93611938,1
10,0,6.102575389,5.065733081,3.408016902,1
1,3,2.264385921,4.797377378,5.318692191,1
2,9,5.057467623,4.971243669,4.464553942,1
3,6,3.756967126,3.451924022,5.600252885,1
4,8,2.099996072,8.623277125,4.718974609,1
5,9,5.582881456,4.703205957,6.255145624,1
6,2,8.222608692,5.069466774,6.060200425,1
7,8,6.684620732,2.606716252,6.346436477,1
8,3,5.865878232,5.312485873,4.865918654,1
9,4,8.731837441,4.785306612,4.033696318,1
10,2,8.165627399,4.776135995,5.247047147,1
1,6,4.114193005,2.572743992,2.875337414,1
2,6,7.836347506,5.836439754,6.192815371,1
3,2,7.269269796,7.698265283,4.742784565,1
4,4,6.818006938,6.212625425,5.339804948,1
5,1,3.104157887,6.688892518,3.118477749,1
6,4,6.282139376,5.273665958,4.603511901,1
7,3,6.752057236,4.299066154,8.587347937,1
8,3,5.781256879,5.402449963,6.383085157,1
9,0,3.120788008,6.704660023,3.557239557,1
10,4,5.241060514,7.306187043,7.362079307,1
1,5,3.717465392,6.419023705,7.861167272,1
2,5,4.306507662,5.127565071,4.108871388,1
3,4,6.641818627,6.404344618,6.742318085,1
4,3,4.357839464,8.306466528,2.933672375,1
5,5,5.157875762,3.558283239,5.685816651,1
6,1,3.005761217,4.421022059,3.691390552,1
7,2,7.15063474,3.142770968,6.478274942,1
8,3,8.29629855,4.633343013,4.904597921,1
9,4,6.336109358,8.934166538,5.656091737,1
10,1,6.225513489,5.538909054,3.905992582,1
1,4,6.524360426,6.342385422,5.556538858,1
2,0,6.002353624,4.160515507,2.952756478,1
3,2,6.010681624,7.304839641,4.992483112,1
4,2,5.314460142,4.125542762,2.854403872,1
5,0,4.018534674,4.65224494,9.104899405,1
6,1,5.046774391,6.37495261,7.251056088,1
7,7,7.073079282,6.704882698,2.230368406,1
8,3,7.865775786,7.285597867,4.535490437,1
9,3,5.663406908,8.491338833,6.860709148,1
10,3,2.286987622,4.735414336,5.215918384,1
1,4,7.970601794,3.979298585,4.289668393,1
2,5,6.549509979,4.026229764,8.18753647,1
3,7,6.001180611,6.33606493,2.448479649,1
4,2,4.858861354,4.029914129,4.310470235,1
5,2,6.84105266,4.078047589,2.263322521,1
6,3,2.009224,8.597479811,3.223330786,1
7,4,7.69173926,3.621407453,6.066421287,1
8,2,3.691714899,7.922184953,2.44358968,1
9,5,7.926078545,5.428281852,8.54335136,1
10,1,6.160599672,3.696239234,3.686248231,1
1,3,4.747133103,6.23805432,3.49532905,1
2,7,5.846429742,3.169845277,3.333365878,1
3,5,3.280920251,8.311766176,5.127508022,1
4,1,5.685544714,5.905557115,3.233834983,1
5,2,4.139021533,7.048700406,2.481004823,1
6,4,8.916980613,5.247155049,6.549157503,1
7,1,2.098949824,4.57686824,6.260908428,1
8,1,6.044433659,5.552194655,3.169380682,1
9,2,3.372613404,5.619509985,4.014503078,1
10,3,6.133203725,6.490956708,2.493941784,1
1,4,4.232437438,4.048644364,7.31159879,1
2,4,3.43215195,4.614333328,7.060531255,1
3,0,3.904797592,2.002490309,2.166529673,1
4,1,6.01604472,7.780965257,2.202815221,1
5,2,2.93201011,7.193175381,4.26662838,1
6,0,2.470253289,5.630133273,2.256396888,1
7,3,5.794789696,5.239734542,9.270709571,1
8,2,6.39958078,4.581868654,6.12366024,1
9,0,5.366570578,4.659263669,4.077979411,1
10,2,8.423168517,5.30617728,3.14460566,1
1,2,4.378690525,4.166138742,3.063961772,1
2,5,5.068117024,9.398362113,6.547927307,1
3,3,5.047648165,2.172845991,6.270878091,1
4,3,3.035861124,2.251483004,3.717230395,1
5,3,6.40066195,6.200488344,7.080415566,1
6,2,3.711132648,2.305934138,4.235180714,1
7,1,7.862886659,5.280856708,6.016508134,1
8,3,5.071358443,3.82573361,5.344801812,1
9,4,6.866892429,4.796258464,7.296494357,1
10,3,3.061132881,4.290749352,6.059530361,1
1,2,3.546466858,3.241439666,6.183162713,1
2,5,6.062544051,5.385835587,7.55315694,1
3,1,5.945230015,5.176123265,7.076017658,1
4,2,6.662061322,7.302477831,3.61970099,1
5,2,6.353056583,4.475791081,9.081969315,1
6,1,5.639526907,5.439897977,3.019060263,1
7,2,7.0180882,6.330798103,2.25610079,1
8,2,3.737256916,5.098828351,2.533951864,1
9,0,5.517762849,4.003658408,2.774093526,1
10,3,8.188629378,6.09754864,8.788141334,1
1,4,5.467795733,7.578082953,6.009283131,1
2,3,2.023280674,4.691289349,7.262280146,1
3,2,5.55774596,6.273017487,6.007861068,1
4,2,2.363365762,5.459360243,4.088691046,1
5,3,4.02585254,2.555196377,3.398696111,1
6,3,6.958052287,4.733624504,3.305567183,1
7,2,3.608619903,3.559197971,4.116781663,1
8,6,5.364171476,5.03899752,5.195955949,1
9,4,4.076358129,2.344688581,7.548761082,1
10,2,3.882888017,2.041480304,2.121471277,1
1,5,2.485047563,6.631797903,7.043809771,1
2,4,5.251816343,6.598246358,8.008739966,1
3,2,2.723883286,6.00516705,7.570087299,1
4,7,3.434915965,6.893464148,6.175064771,1
5,4,3.02485126,7.327051856,7.645148388,1
6,6,8.124522095,5.315638696,6.338565593,1
7,3,3.152908981,4.929515377,9.880200015,1
8,3,6.213901594,5.648803928,7.298475862,1
9,3,7.043371963,6.382807652,3.259154935,1
10,0,5.298533933,4.038586617,3.82247037,1
1,4,2.091465536,2.074506025,4.534192681,1
2,2,7.270886676,2.508666668,7.487686321,1
3,3,4.058184823,5.137010311,4.145161126,1
4,1,7.208289539,2.435726147,7.083952185,1
5,0,6.307183437,4.170576918,7.543111182,1
6,3,3.100840523,5.744622296,8.191861128,1
7,1,7.09608446,4.137874403,3.538209062,1
8,2,9.920637299,5.383706638,5.126110601,1
9,3,7.284356876,5.469547585,4.29083753,1
10,1,6.96911182,6.202408259,2.751200644,1
1,2,7.454930788,6.099166601,2.155236834,1
2,4,7.111977497,3.694621382,4.352941078,1
3,0,4.852274684,4.051928875,3.949841878,1
4,2,2.651624151,6.320080579,2.206507846,1
5,2,7.077598693,7.41693046,7.194600326,1
6,3,8.049793634,6.345074899,8.336220868,1
7,2,6.974632651,4.143566008,3.661646463,1
8,2,8.821755405,5.229856228,6.073450337,1
9,2,8.466796449,7.511537358,5.888021325,1
10,5,6.4621172,2.929895448,2.471949549,1
1,11,6.596884089,6.196180028,5.120884526,1
2,7,6.626525798,3.011442608,3.868154565,1
3,7,2.719751971,3.9665654,3.322583669,1
4,4,7.206092742,7.101141579,6.249020921,1
5,8,6.932978861,6.077004083,4.477321467,1
6,0,7.55918216,5.060059951,4.848489195,1
7,4,7.436326837,4.586712183,6.456202999,1
8,1,4.520076411,3.043304434,4.283443034,1
9,9,8.69945795,6.355845539,5.325026025,1
10,2,2.117522385,3.159256965,5.701021711,1
1,10,3.069217877,2.674472397,4.302564472,1
2,9,8.228021808,4.503632544,8.938190564,1
3,12,7.647706227,6.756912287,7.207120668,1
4,5,5.177772697,5.576787327,7.626239787,1
5,5,5.442910875,5.159383502,6.072230918,1
6,3,5.12473139,3.4721499,7.048224251,1
7,4,6.426470684,2.376235082,3.00572917,1
8,7,5.012819173,3.550170141,6.401086574,1
9,3,6.479514893,2.861168633,3.030750594,1
10,3,3.421845898,7.580485704,4.27934588,1
1,9,3.471672406,8.215808513,7.699189729,1
2,4,4.562183794,7.459633463,4.926289418,1
3,8,8.561269594,8.726843193,8.101391328,1
4,9,7.056236093,3.214305772,5.19809637,1
5,6,8.993704072,6.427293066,5.133108878,1
6,5,4.287367358,6.30145511,4.355145939,1
7,6,7.366281329,4.022604482,5.874049913,1
8,1,5.816924766,7.403480931,4.951285095,1
9,3,3.190019309,4.281332681,8.281410017,1
10,4,5.935272003,6.352045456,6.455654576,1
1,6,3.310453427,5.660577552,3.347989256,1
2,10,7.331091246,3.683209572,3.273411673,1
3,6,7.389379664,7.079467326,6.388805244,1
4,7,5.063003529,4.494175738,6.598359574,1
5,7,2.011693018,5.191154718,3.080883265,1
6,2,6.711918871,4.280508858,3.398106709,1
7,2,4.449979068,6.412625597,2.880140336,1
8,0,6.910845834,6.332870088,4.098985931,1
9,4,3.326101986,6.039317976,4.281051402,1
10,6,4.673521076,3.339448452,6.732338995,1
1,2,7.386672506,4.953677361,7.231155141,1
2,6,3.837481523,3.244401179,6.597623255,1
3,4,7.430023573,6.473838414,6.056697704,1
4,2,4.5537879,4.020525544,2.689161895,1
5,4,7.916060098,2.573492638,5.080242644,1
6,4,7.434274533,3.961308842,4.087965124,1
7,2,6.152960691,7.0388963,7.98095375,1
8,0,5.933121727,8.795152136,6.749294349,1
9,2,5.035406974,3.367106609,8.888740789,1
10,3,4.055874964,2.509231714,6.604648918,1
1,4,7.35041665,4.900766712,3.74944554,1
2,4,3.108100763,5.413504527,6.688965742,1
3,7,9.976935495,3.190195503,4.09693764,1
4,8,5.748049175,3.051758136,7.397945199,1
5,8,6.166351677,7.117877025,6.981024448,1
6,2,2.095339451,6.315581498,6.066340689,1
7,5,6.483592027,5.653927341,3.142226801,1
8,4,6.81473716,6.340191024,6.050396338,1
9,3,7.327632182,6.535528344,4.189425098,1
10,4,7.143837229,4.166526824,2.01525115,1
1,9,7.267171184,7.21631953,8.547984011,1
2,0,5.004396122,2.221884023,2.212483521,1
3,3,4.312547208,3.478821586,7.29939165,1
4,3,3.683914371,6.909520513,4.32449925,1
5,1,4.80642725,6.165308186,6.264268366,1
6,2,2.153652886,5.216213731,8.34892425,1
7,3,4.01024684,5.718125389,5.865269811,1
8,2,4.80291759,3.273142945,2.278549075,1
9,2,6.315013053,5.735823777,4.302093873,1
10,6,6.882518465,5.088726389,9.111419311,1
1,5,7.626606869,7.210222892,4.261373284,1
2,3,4.184689427,8.066367164,5.535506696,1
3,2,4.260036123,7.736600907,2.543941823,1
4,0,3.624761426,7.368351785,5.67291175,1
5,3,8.338159057,2.088140145,7.266785544,1
6,3,7.598776206,6.683545774,5.355023737,1
7,1,5.484443135,8.97884529,7.050289518,1
8,0,2.801767698,7.174597653,6.430029665,1
9,3,7.205170368,6.035204462,8.035509363,1
10,2,2.88529733,6.327658792,9.142385675,1
1,5,2.299709422,5.812623899,4.763555109,1
2,6,7.314185107,7.929328619,7.652523385,1
3,5,6.647308273,5.706090257,4.249819359,1
4,3,6.819109242,3.572462019,4.603788646,1
5,6,8.568046949,3.063279221,6.057178662,1
6,5,5.290038482,2.763329449,5.978812859,1
7,4,9.137872382,3.939765157,6.058343643,1
8,1,5.464744465,6.617496476,7.121819779,1
9,7,2.449211795,2.044726786,5.379621132,1
10,2,3.133371994,3.937508402,4.498816781,1
1,4,5.39953147,6.661954296,5.160143079,1
2,4,6.207822875,3.098626679,4.273189048,1
3,1,4.928036872,8.056265698,4.572205574,1
4,2,7.24480475,2.929167193,6.815851766,1
5,3,3.895402467,2.756945723,7.389790921,1
6,5,3.515651669,5.317509158,4.749952042,1
7,2,6.236556423,8.438855981,2.80355126,1
8,4,5.033018869,4.747409985,6.113065333,1
9,3,8.179359054,2.329333145,6.926234177,1
10,4,5.261823606,7.935346975,5.384011706,1
1,4,5.31479398,4.07291851,8.775030733,1
2,5,7.028541196,8.316902637,4.940309,1
3,4,8.6187013,4.595128092,3.206896481,1
4,5,6.668432041,4.622527312,2.296786653,1
5,2,4.282062006,3.945004923,6.445609076,1
6,2,7.329401917,3.47576704,4.121365781,1
7,1,7.013400764,2.442814836,6.011237366,1
8,4,7.861635016,5.049543811,7.14370896,1
9,2,4.917472996,5.244376602,8.642151485,1
10,1,4.030780108,7.15927036,8.999072439,1
1,7,5.419658551,3.015636084,2.635729233,1
2,3,6.104767782,4.001540938,5.039187133,1
3,2,9.502515622,3.135255409,6.286673152,1
4,8,6.253564519,7.799948767,2.047829667,1
5,1,4.309819761,3.791324367,2.290347792,1
6,2,9.312898272,4.059966781,7.35569716,1
7,4,10.29663865,3.359271952,3.897078002,1
8,2,4.622843497,3.585145338,4.014362512,1
9,3,5.380407544,7.228999485,8.170600474,1
10,0,7.762921738,2.004707121,5.329614483,1
1,3,2.060485869,4.228427524,5.734104438,1
2,3,5.947316902,7.913110257,4.070328798,1
3,1,4.425909371,4.115126386,8.881467891,1
4,2,5.388382939,4.116644529,3.062342855,1
5,2,4.775260465,2.182677001,5.390843902,1
6,1,6.072319867,2.737858347,4.432177862,1
7,2,3.847944465,5.600189113,7.445491316,1
8,2,7.383431415,7.377152837,6.190153293,1
9,2,8.478558201,6.279433121,3.873313851,1
10,1,4.181341264,5.149151354,4.336114473,1
1,3,2.468448147,3.863719598,2.218231498,1
2,10,4.400316059,7.27338933,6.404713513,1
3,0,7.586442725,4.454572581,7.550970582,1
4,7,5.404304432,4.211900244,6.693953617,1
5,3,8.575635746,3.879720034,4.030941417,1
6,3,7.195058207,2.18633254,11.32500258,1
7,1,6.106958639,6.086307674,7.295672358,1
8,2,4.720994545,7.659515614,4.659242773,1
9,1,7.012019294,4.593104141,4.409529727,1
10,5,3.181174009,7.057659097,2.284425786,1
1,9,5.49263964,5.355539241,6.289180291,1
2,6,2.428406156,6.752704601,3.232807909,1
3,4,6.760280769,2.02760566,2.893741415,1
4,8,8.145817924,8.055571711,2.079668519,1
5,3,8.608251349,5.095273159,2.553168428,1
6,4,3.012025015,5.524556508,2.607353773,1
7,5,6.669241843,6.651741014,4.106451151,1
8,4,4.099156256,7.504465041,6.155605956,1
9,2,9.099046819,3.156844622,5.519261715,1
10,8,6.131348054,5.630512228,8.428704092,1
1,4,6.267242365,3.700448247,7.778265224,1
2,12,7.443803361,7.814692251,5.485946469,1
3,5,7.911760267,5.736930886,7.044900303,1
4,3,4.681534883,4.475959829,5.387231679,1
5,7,4.679164733,8.721819871,3.098695877,1
6,3,5.410140595,2.846310241,3.890753005,1
7,2,4.530858597,7.75337387,4.747884701,1
8,5,8.180780303,7.30755848,6.739758986,1
9,3,6.313242439,4.550092848,8.647812894,1
10,2,3.443062913,7.061692107,5.827019078,1
1,2,3.060663272,6.754999694,6.595766098,1
2,1,10.08723529,4.045386358,4.723595787,1
3,3,7.168102984,7.126364124,5.12875886,1
4,2,9.482981674,4.2244098,6.201813023,1
5,2,5.09915124,4.180327206,3.712217131,1
6,1,5.007727036,7.091036675,5.243513419,1
7,1,6.165918017,7.102765731,8.141056878,1
8,2,4.652972229,7.025185293,8.203303444,1
9,2,7.389923261,3.317854991,3.437143,1
10,4,6.674821156,3.268952008,4.593553922,1
1,7,5.682902731,7.331018255,8.35081731,1
2,6,6.036361678,4.842456294,4.134667941,1
3,2,4.322847946,5.66583248,5.203048584,1
4,3,3.640157244,8.928401376,4.686680558,1
5,5,5.402364658,8.401608588,5.39230147,1
6,4,4.247896617,8.231587617,7.562141061,1
7,3,6.097004492,6.427405952,5.361204554,1
8,3,2.825631744,6.66963049,3.991678751,1
9,2,6.108124391,6.125112516,6.293331319,1
10,6,4.210988558,7.749959035,6.318152928,1
1,2,11.88006513,7.927415608,5.518273343,1
2,0,2.741238108,9.539946188,7.724744342,1
3,5,4.168762014,7.029794643,5.260503832,1
4,1,8.082374566,4.084266596,5.621146554,1
5,2,2.528032906,8.444215485,6.210791934,1
6,2,7.6003839,7.706801645,8.20377509,1
7,1,6.2628122,4.648728921,5.528504162,1
8,3,4.6403011,2.43888595,3.655886257,1
9,0,4.66372289,3.056087427,6.40910833,1
10,3,8.082648426,7.146731482,4.101431345,1
1,4,6.513555288,4.411789388,8.439174593,1
2,1,5.321466356,4.457446338,3.164227227,1
3,4,2.408601044,7.473152587,9.359303005,1
4,1,6.080605641,7.016888662,4.372352704,1
5,4,7.052884158,4.729445015,6.312750621,1
6,1,4.155438314,4.177135492,2.006557811,1
7,2,4.091830734,8.444007785,4.048525049,1
8,0,7.479607255,5.545384957,4.642035295,1
9,1,4.887979772,6.998287729,7.317712535,1
10,0,2.056773137,5.451494888,2.913570622,1
1,4,2.198836245,7.833699346,7.831506137,1
2,5,8.507288146,4.725310645,4.206053489,1
3,3,5.779756341,6.849875893,5.358235089,1
4,8,5.608947191,5.325778883,9.248700785,1
5,4,7.749588954,3.779092193,3.650353881,1
6,3,2.202349635,3.69663923,4.558804914,1
7,0,3.054438387,6.29661078,3.804141203,1
8,4,3.693088362,8.851209604,6.116254666,1
9,2,4.776715605,2.008392468,2.910730353,1
10,1,3.065540165,5.546425373,4.580464901,1
1,3,7.20205979,7.080436102,4.743772645,1
2,7,7.170379784,2.051925038,4.109187081,1
3,1,2.782311758,2.650281956,4.890957035,1
4,5,7.087560771,3.774588509,6.475621508,1
5,3,3.811153588,7.654945241,5.635893444,1
6,0,5.152594915,6.256736084,2.116261543,1
7,1,3.623934873,6.143240674,5.392005681,1
8,4,4.154421686,5.158613334,8.604812565,1
9,2,2.842369043,3.532534769,7.900001964,1
10,2,2.238497085,6.214792536,7.944883014,1
1,3,4.280436391,5.416010451,2.01230634,1
2,4,4.201917922,2.025166654,2.592585272,1
3,2,5.091837232,2.104619264,6.167245403,1
4,1,11.28818087,5.145403625,3.708795819,1
5,4,3.959072237,4.366619281,4.231905489,1
6,0,5.587927021,6.474398824,4.21702846,1
7,1,5.059785524,9.288307221,5.619196269,1
